datetime|env_datetime|env_time|agent|action|reason|additional|system_id|system_name|part_id|part_name|system_operating_level|part_operating_level|duration|distance_km|request_id|location|materials_cost|hourly_labor_cost|salary_labor_cost|total_labor_cost|equipment_cost|total_cost
2025-06-09 21:04:55.436013|1979-01-01 00:00:00|0|1|subassemblies created: ['electrical_system', 'hydraulic_system', 'yaw_system', 'rotor_blades', 'generator', 'supporting_structure', 'drive_train']|windfarm initialization|initialization|1|1|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-06-09 21:04:55.476218|1979-01-01 00:00:00|0|3|subassemblies created: ['electrical_system', 'hydraulic_system', 'yaw_system', 'rotor_blades', 'generator', 'supporting_structure', 'drive_train']|windfarm initialization|initialization|3|3|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-06-09 21:04:55.515724|1979-01-01 00:00:00|0|5|subassemblies created: ['electrical_system', 'hydraulic_system', 'yaw_system', 'rotor_blades', 'generator', 'supporting_structure', 'drive_train']|windfarm initialization|initialization|5|5|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-06-09 21:04:55.555923|1979-01-01 00:00:00|0|14|subassemblies created: ['electrical_system', 'hydraulic_system', 'yaw_system', 'rotor_blades', 'generator', 'supporting_structure', 'drive_train']|windfarm initialization|initialization|14|14|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-06-09 21:04:55.598815|1979-01-01 00:00:00|0|27|subassemblies created: ['electrical_system', 'hydraulic_system', 'yaw_system', 'rotor_blades', 'generator', 'supporting_structure', 'drive_train']|windfarm initialization|initialization|27|27|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-06-09 21:04:55.639890|1979-01-01 00:00:00|0|33|subassemblies created: ['electrical_system', 'hydraulic_system', 'yaw_system', 'rotor_blades', 'generator', 'supporting_structure', 'drive_train']|windfarm initialization|initialization|33|33|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-06-09 21:04:55.693535|1979-01-01 00:00:00|0|39|subassemblies created: ['electrical_system', 'hydraulic_system', 'yaw_system', 'rotor_blades', 'generator', 'supporting_structure', 'drive_train']|windfarm initialization|initialization|39|39|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-06-09 21:04:55.732408|1979-01-01 00:00:00|0|2|subassemblies created: ['electrical_system', 'hydraulic_system', 'yaw_system', 'rotor_blades', 'generator', 'supporting_structure', 'drive_train']|windfarm initialization|initialization|2|2|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-06-09 21:04:55.770537|1979-01-01 00:00:00|0|4|subassemblies created: ['electrical_system', 'hydraulic_system', 'yaw_system', 'rotor_blades', 'generator', 'supporting_structure', 'drive_train']|windfarm initialization|initialization|4|4|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-06-09 21:04:55.812841|1979-01-01 00:00:00|0|13|subassemblies created: ['electrical_system', 'hydraulic_system', 'yaw_system', 'rotor_blades', 'generator', 'supporting_structure', 'drive_train']|windfarm initialization|initialization|13|13|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-06-09 21:04:55.849827|1979-01-01 00:00:00|0|26|subassemblies created: ['electrical_system', 'hydraulic_system', 'yaw_system', 'rotor_blades', 'generator', 'supporting_structure', 'drive_train']|windfarm initialization|initialization|26|26|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-06-09 21:04:55.887309|1979-01-01 00:00:00|0|32|subassemblies created: ['electrical_system', 'hydraulic_system', 'yaw_system', 'rotor_blades', 'generator', 'supporting_structure', 'drive_train']|windfarm initialization|initialization|32|32|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-06-09 21:04:55.926635|1979-01-01 00:00:00|0|38|subassemblies created: ['electrical_system', 'hydraulic_system', 'yaw_system', 'rotor_blades', 'generator', 'supporting_structure', 'drive_train']|windfarm initialization|initialization|38|38|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-06-09 21:04:55.963995|1979-01-01 00:00:00|0|10|subassemblies created: ['electrical_system', 'hydraulic_system', 'yaw_system', 'rotor_blades', 'generator', 'supporting_structure', 'drive_train']|windfarm initialization|initialization|10|10|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-06-09 21:04:56.002368|1979-01-01 00:00:00|0|9|subassemblies created: ['electrical_system', 'hydraulic_system', 'yaw_system', 'rotor_blades', 'generator', 'supporting_structure', 'drive_train']|windfarm initialization|initialization|9|9|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-06-09 21:04:56.041047|1979-01-01 00:00:00|0|48|subassemblies created: ['electrical_system', 'hydraulic_system', 'yaw_system', 'rotor_blades', 'generator', 'supporting_structure', 'drive_train']|windfarm initialization|initialization|48|48|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-06-09 21:04:56.077531|1979-01-01 00:00:00|0|49|subassemblies created: ['electrical_system', 'hydraulic_system', 'yaw_system', 'rotor_blades', 'generator', 'supporting_structure', 'drive_train']|windfarm initialization|initialization|49|49|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-06-09 21:04:56.115570|1979-01-01 00:00:00|0|50|subassemblies created: ['electrical_system', 'hydraulic_system', 'yaw_system', 'rotor_blades', 'generator', 'supporting_structure', 'drive_train']|windfarm initialization|initialization|50|50|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-06-09 21:04:56.152083|1979-01-01 00:00:00|0|51|subassemblies created: ['electrical_system', 'hydraulic_system', 'yaw_system', 'rotor_blades', 'generator', 'supporting_structure', 'drive_train']|windfarm initialization|initialization|51|51|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-06-09 21:04:56.189806|1979-01-01 00:00:00|0|52|subassemblies created: ['electrical_system', 'hydraulic_system', 'yaw_system', 'rotor_blades', 'generator', 'supporting_structure', 'drive_train']|windfarm initialization|initialization|52|52|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-06-09 21:04:56.226619|1979-01-01 00:00:00|0|11|subassemblies created: ['electrical_system', 'hydraulic_system', 'yaw_system', 'rotor_blades', 'generator', 'supporting_structure', 'drive_train']|windfarm initialization|initialization|11|11|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-06-09 21:04:56.265153|1979-01-01 00:00:00|0|12|subassemblies created: ['electrical_system', 'hydraulic_system', 'yaw_system', 'rotor_blades', 'generator', 'supporting_structure', 'drive_train']|windfarm initialization|initialization|12|12|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-06-09 21:04:56.302675|1979-01-01 00:00:00|0|25|subassemblies created: ['electrical_system', 'hydraulic_system', 'yaw_system', 'rotor_blades', 'generator', 'supporting_structure', 'drive_train']|windfarm initialization|initialization|25|25|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-06-09 21:04:56.340013|1979-01-01 00:00:00|0|31|subassemblies created: ['electrical_system', 'hydraulic_system', 'yaw_system', 'rotor_blades', 'generator', 'supporting_structure', 'drive_train']|windfarm initialization|initialization|31|31|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-06-09 21:04:56.377756|1979-01-01 00:00:00|0|37|subassemblies created: ['electrical_system', 'hydraulic_system', 'yaw_system', 'rotor_blades', 'generator', 'supporting_structure', 'drive_train']|windfarm initialization|initialization|37|37|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-06-09 21:04:56.415384|1979-01-01 00:00:00|0|53|subassemblies created: ['electrical_system', 'hydraulic_system', 'yaw_system', 'rotor_blades', 'generator', 'supporting_structure', 'drive_train']|windfarm initialization|initialization|53|53|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-06-09 21:04:56.451958|1979-01-01 00:00:00|0|54|subassemblies created: ['electrical_system', 'hydraulic_system', 'yaw_system', 'rotor_blades', 'generator', 'supporting_structure', 'drive_train']|windfarm initialization|initialization|54|54|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-06-09 21:04:56.493711|1979-01-01 00:00:00|0|55|subassemblies created: ['electrical_system', 'hydraulic_system', 'yaw_system', 'rotor_blades', 'generator', 'supporting_structure', 'drive_train']|windfarm initialization|initialization|55|55|||1.0|1|0|0|na|na|0|0|0|0|0|0
